Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
165536,-0.796312,0.708158,1.79976,-0.80564,0.843624,1.73291,0.260651,0.453304,0.278767,-0.409054,1.00044,0.323999,-0.58393,0.0989071,1.52291,-0.730713,-0.0657447,-0.341933,0.178239,0.116491,-0.109289,0.0205655,-0.31827,-1.69347,0.156358,-0.570776,0.0956999,-0.109075,1.00,0
125615,-1.0713,0.556519,0.279521,-0.673554,0.806274,-0.53726,0.479191,0.462268,-0.764387,-0.852406,0.471078,0.711315,-0.411582,0.745335,-1.24594,0.0436925,-0.309154,-0.113829,0.434696,-0.0431326,-0.0442879,-0.46701,-0.0585976,0.774481,-0.117695,0.218809,-0.0841935,-0.0193132,19.03,0
67442,1.23033,-1.15685,1.63802,-0.336693,-1.76534,0.899422,-1.76784,0.530379,0.512976,0.400094,0.684605,0.451654,-0.517176,-1.08412,-1.77484,0.482662,0.943913,-1.26585,0.924535,-0.0250969,0.211789,0.958409,-0.0667347,0.0762705,0.363751,-0.0312146,0.0967291,0.0121266,1.00,0
123238,-0.431783,0.977346,0.730391,1.06664,0.0934308,0.594789,0.102949,0.654048,0.148488,-0.689496,-1.96837,-0.0909323,-0.867219,0.170551,-0.862062,-0.672239,0.405582,-0.393663,1.28017,-0.186243,-0.394343,-1.0637,0.228694,0.31939,-0.768279,-1.01519,0.130404,0.153637,18.38,0
50663,-0.750121,0.717285,1.94183,1.45346,-0.461219,1.38426,-0.258099,0.740899,0.486414,-0.308087,-0.0079334,0.753393,-1.19906,-0.328429,-1.97692,-1.2694,0.881533,-0.330501,1.72024,-0.135837,-0.279384,-0.377567,-0.0368288,-0.319227,-0.42314,-0.47051,-0.187794,-0.152983,20.98,0
67942,0.960756,-0.560796,1.27166,0.384409,-1.22772,-0.160536,-0.497189,0.0476964,0.925082,-0.582613,0.164518,1.64923,1.39594,-0.777188,-0.246239,-0.628228,0.533002,-1.43098,-0.132268,0.150319,-0.100059,-0.121406,0.0789927,0.726701,0.0110104,0.924917,-0.0232431,0.0349505,97.01,0
9,-0.338262,1.11959,1.04437,-0.222187,0.499361,-0.246761,0.651583,0.0695386,-0.736727,-0.366846,1.01761,0.83639,1.00684,-0.443523,0.150219,0.739453,-0.54098,0.476677,0.451773,0.203711,-0.246914,-0.633753,-0.120794,-0.38505,-0.069733,0.0941988,0.246219,0.0830756,3.68,0
169459,1.54526,-1.80925,-0.780377,-0.230808,-0.870681,0.866764,-0.816015,0.353156,0.267308,0.546934,-0.766129,-0.389136,-1.4162,0.192391,0.712103,-2.257,0.999855,-0.689774,-1.70268,-0.369082,-0.591452,-1.54235,0.474958,-1.13141,-1.10637,0.226421,-0.0168719,-0.0181498,231.83,0
131356,2.05002,1.2469,-5.78934,0.906735,4.49183,1.99403,0.765272,0.432772,-0.653751,-1.79491,1.48771,-0.897115,-0.742682,-4.33387,0.629433,0.808513,3.89329,1.78721,-1.22308,-0.0751671,0.00249249,0.150827,-0.268852,0.286542,0.921104,-0.171582,0.0310883,0.0336233,1.00,0
26327,-0.614853,0.735691,0.19847,-0.0197705,2.72738,3.56585,0.389681,0.871756,-1.19899,-0.229982,-0.0802843,-0.290044,-0.040427,0.590875,1.47499,0.00696758,-0.509083,0.0681252,1.39841,0.349863,-0.422813,-1.57779,0.0569568,0.920062,0.218562,-0.644326,0.0578508,0.0867039,51.00,0
119479,-0.625712,1.51851,-1.44112,1.01411,1.48995,-0.289709,1.22406,0.237244,-0.9239,-0.897372,-1.37032,-0.298313,0.257636,-0.816654,-0.139504,-0.383041,1.21961,0.576302,0.784148,0.242011,0.075228,0.256966,-0.18358,-0.0832359,0.198402,-0.367247,0.312887,0.191267,66.96,0
146152,0.0229324,0.863291,-0.20475,0.267825,0.671823,-1.08935,1.12864,-0.346294,-0.467152,-0.95708,-0.209595,0.224403,1.04155,-0.961617,1.06726,-0.310202,0.708518,0.582465,0.419725,0.212116,0.330718,1.02359,-0.167016,-0.0456421,0.0459112,0.0238714,0.0855919,0.0861871,61.80,0
171274,-1.38024,0.808485,2.08218,-0.851836,-0.50665,-1.23552,0.376804,0.322575,-0.458774,-1.43833,-0.133667,1.02154,0.994392,-0.0412308,-0.298921,0.388793,-0.277027,-0.793783,-0.935678,-0.063854,-0.11775,-0.597612,-0.0195477,0.94721,0.173416,0.209554,-0.148885,-0.0378342,26.80,0
153175,-2.05327,1.76972,-0.996791,-1.55773,0.421262,-0.789957,1.39924,0.0597339,0.985493,0.145378,-1.00038,-0.770419,-1.40415,-1.04725,-0.652691,0.724049,0.0489089,-0.304542,-1.44425,0.00527786,-0.509494,-0.919057,0.195127,0.452013,-0.295098,-0.10066,0.287366,0.238128,89.99,0
143887,1.87788,-0.436381,-1.84614,0.35327,0.230525,-0.799365,0.440393,-0.238727,0.288318,0.257566,0.393727,0.397902,-1.17964,0.823232,-0.950478,-0.274831,-0.322179,-0.187815,0.516744,-0.0985592,0.0458029,0.0567286,-0.0393497,-0.357525,0.107683,0.560214,-0.122336,-0.0766844,99.00,0
69759,-0.544645,0.85648,2.03585,2.00688,0.844469,0.166126,0.75893,-0.168121,-0.801463,0.247921,-1.36691,0.202627,0.999539,-0.723268,-1.17973,-0.0320535,-0.470295,-0.32812,-0.238523,0.126614,-0.0265165,0.229548,-0.294701,-0.0746643,0.110503,0.0159367,-0.0515172,-0.0924432,9.83,0
165266,0.209874,-0.494918,0.851885,-2.16869,-0.851791,-0.778122,-0.217867,-0.237569,-2.07476,0.952148,-1.06733,-0.64303,1.32676,-0.722272,-0.457745,-0.773522,0.484126,0.0664468,0.147832,-0.225113,0.0036519,0.526481,0.0834736,0.0558964,-0.943073,-0.243136,0.254842,0.231672,28.00,0
135933,-0.713886,-0.34648,1.4019,-0.198722,-1.56257,1.56936,-0.706996,0.865161,-1.05098,0.187114,-0.18112,-0.85639,-0.954418,-0.131276,-0.0720536,0.287461,1.3313,-0.145631,4.23029,0.684634,0.111029,0.0107995,0.169778,0.181219,0.138386,0.187063,-0.0501947,0.0258731,175.38,0
15393,-1.00372,-0.291531,2.02351,-0.579277,0.615121,-0.746026,-0.403623,0.239087,1.04689,-0.948007,2.53185,-1.82764,1.21079,1.6978,-0.465839,0.526832,0.206747,-0.0248002,-0.932704,0.053919,-0.114281,-0.460802,0.249257,0.164682,-0.459338,0.602863,-0.117365,-0.000731615,14.86,0
55240,-0.626116,-0.321496,0.431947,-1.82968,0.90318,-0.798913,0.548698,-0.187903,-1.57252,0.0450658,-1.87827,-0.592532,0.734338,0.0588283,0.0365524,-0.894428,-0.724389,0.898832,-0.547082,-0.201482,-0.658299,-1.77005,0.21136,-1.04478,-0.461157,0.535777,0.00092645,0.137446,59.95,0
74958,-0.790719,0.038614,1.30509,0.993561,-0.455684,0.770363,1.09889,0.199438,0.317539,-1.10862,0.979604,-0.509151,-2.38589,-1.53678,-0.806012,-0.0561756,1.24871,0.909905,-0.150796,0.384123,0.096603,0.218456,0.266522,-0.174746,0.111841,-0.333621,-0.117429,-0.123235,242.01,0
82358,1.11005,0.0321053,0.430137,0.543614,-0.3528,-0.361019,-0.0491277,0.0670301,-0.17431,0.0719273,1.74736,0.854725,-0.495173,0.638559,0.535354,0.0798958,-0.236809,-0.474329,-0.258027,-0.106241,-0.0997093,-0.37041,0.104296,0.216374,0.158756,0.171877,-0.0312714,0.00746003,31.00,0
120460,1.80987,-0.629955,-0.683053,0.202172,-0.255191,0.2828,-0.485535,0.144947,0.993335,-0.0488428,0.509838,1.15246,0.351185,0.0940675,0.0140815,0.54758,-0.990309,0.472594,0.364459,0.0255346,-0.106754,-0.420151,0.258983,0.24491,-0.405242,-0.658439,0.0103414,-0.0222134,96.87,0
40295,0.526392,-1.28518,-0.923132,0.128947,0.0095238,0.169606,0.719637,-0.238527,-0.175929,-0.254017,0.219963,1.27043,1.49694,0.104149,-0.594056,0.289579,-0.754321,0.103595,0.954146,0.916795,0.149175,-0.358672,-0.659778,-0.879712,0.58656,1.10723,-0.171481,0.0463062,432.00,0
145659,-3.45039,1.5747,-1.23262,-3.06791,-2.38185,-0.557956,-2.17151,2.50086,-2.88245,0.189134,-0.797239,-0.00255237,0.0452278,1.39859,-1.54073,0.513192,0.94442,0.73354,-0.345792,-0.899232,0.0682744,-0.240609,-0.172509,-0.591779,0.908638,-0.118962,-0.885608,-0.304857,15.00,0
126993,2.13147,-1.10763,-1.03567,-0.884036,-0.839309,-0.525207,-0.846069,-0.0553738,0.176187,0.778345,-1.25415,-1.40203,-1.34014,-0.0463402,0.242566,1.14481,0.213932,-1.09379,0.661632,-0.0269074,0.201812,0.457118,0.15728,0.561366,-0.136513,-0.182842,-0.028114,-0.0443624,50.00,0
43210,1.05806,-0.895881,0.903447,0.558417,-1.37317,0.238219,-0.970777,0.342079,-0.39117,0.853968,0.79809,-0.320881,-2.0769,0.431849,0.099199,-1.49305,0.169063,1.68736,-1.26764,-0.570899,-0.133034,-0.0094474,-0.0455403,0.14614,0.293684,-0.22257,0.0632337,0.0300852,79.00,0
158178,2.33889,-1.34682,-1.44854,-1.59089,-0.931276,-0.815742,-0.845724,-0.325821,-1.24323,1.61344,-1.71137,-1.20941,0.181673,-0.293768,-0.289017,-0.602393,0.362794,0.162333,0.108961,-0.42207,-0.0579135,0.361492,-0.00105207,-0.645811,0.148322,0.0744083,-0.00858992,-0.0647978,28.78,0
138868,-0.641122,1.27856,-0.430881,-1.66843,2.46795,-0.4363,2.35143,-0.642997,-1.02266,-0.751188,-0.169525,0.635026,0.864109,0.423781,-1.28827,-0.607725,-1.17769,0.326044,0.334864,-0.0302809,0.249246,0.963935,-1.11487,-1.34808,1.91824,-0.130633,-0.335049,-0.231927,6.75,0
36018,-0.0119434,-2.42153,0.408543,0.705382,-1.69953,0.28099,0.0148417,0.0890303,1.27547,-0.752274,-0.727772,0.174838,-0.898021,-0.197527,0.131385,-0.287158,0.496156,-0.845208,-0.0812937,1.07238,0.15263,-0.69926,-0.41656,0.165926,-0.193185,0.909945,-0.138894,0.115254,619.08,0
64155,-0.377191,0.651141,2.31676,0.638759,-0.618643,0.0469919,0.590483,-0.194102,0.324793,-0.311638,-0.640588,0.265359,0.626562,-0.745169,0.387752,0.0535771,-0.548414,0.27046,-0.296087,0.0245463,0.164691,0.784283,-0.234189,0.426643,0.0668299,-0.341088,-0.173325,-0.199451,71.22,0
127787,1.9184,-1.5675,-1.02355,-0.999607,-0.888768,0.148637,-1.01603,0.107052,0.104513,0.874578,-0.190767,-0.718221,-0.825858,-0.0845587,-0.263632,1.65741,-0.360878,-0.24215,1.01216,0.20915,0.382422,0.804511,-0.103572,-1.08308,-0.147561,-0.049126,-0.0247896,-0.047671,149.00,0
58640,-4.48725,-2.60833,-0.110855,0.885011,0.0951714,-0.806074,-0.0912931,0.983186,-0.147703,-1.98703,0.325008,0.396411,-0.876862,-0.966432,-1.41779,1.05771,1.09171,1.16886,-0.0993603,0.151103,0.143986,-0.201605,-0.0243036,-0.0104162,0.6994,0.529247,-0.0124131,-0.88598,208.22,0
151831,-1.19902,0.987348,1.23473,-0.236305,1.22244,0.067291,1.54282,-1.10606,0.733856,0.546136,-0.43125,-1.04317,-0.24428,-2.36566,0.952043,-0.165362,0.213083,0.459622,0.702975,0.239749,-0.283166,-0.0664381,-0.711345,0.414993,0.313305,0.262535,-1.88384,-1.26252,31.51,0
171138,2.02421,-0.586693,-2.55468,-0.837342,2.23963,3.48411,-0.627836,0.827238,0.996288,-0.183073,-0.298045,0.532599,-0.310598,0.254439,-0.0164522,-0.724269,-0.129439,-0.559655,0.146863,-0.160179,0.08014,0.431864,0.0699084,0.763373,0.234427,0.214823,-0.00814734,-0.06813,10.00,0
36076,1.25571,-0.713665,0.00548483,-0.845042,-0.61259,-0.180098,-0.504346,0.024376,-1.08932,0.76718,1.31148,-0.148443,-0.23977,0.220749,0.277843,1.01419,0.222265,-1.17907,0.558683,0.148319,0.299389,0.657409,-0.181685,-0.26762,0.539643,-0.0890387,-0.0066163,0.00259085,66.80,0
128408,-1.70759,0.876572,1.08786,-0.720325,0.784025,0.337598,0.748087,-0.185286,0.616014,0.429885,0.666601,0.574849,-0.106501,-0.226417,0.228111,-0.56482,-0.483882,0.224309,2.01012,0.158738,-0.560317,-1.23571,0.00640222,0.207,0.405915,-0.867898,-0.44855,0.192171,8.64,0
157764,2.11752,-1.11663,-2.23029,-1.98034,1.60353,3.34579,-1.1705,0.837021,-0.463791,0.760909,0.230911,-0.347202,0.0817114,0.0475031,0.697017,1.0941,0.0537153,-1.99995,0.622025,0.101042,-0.240857,-0.943249,0.501566,0.641978,-0.527746,-0.670975,0.00152985,-0.045487,39.95,0
165200,-0.729234,1.1915,-1.58226,-0.0678729,1.72358,0.00401302,2.05322,0.0780877,-1.75564,-0.612272,-0.162587,0.799112,0.860683,1.08764,-1.47672,-0.381975,-0.742873,0.394801,0.136093,0.113536,0.539534,1.27309,-0.289641,-0.144727,0.792522,-0.262321,-0.0553259,0.0757491,144.11,0
35077,0.962741,-0.791969,1.10808,0.209537,-1.25755,0.278565,-0.821369,0.384679,1.13076,-0.321892,1.07206,0.678597,-1.54851,-0.0229635,-0.604392,-0.200892,0.329043,-0.473305,0.304701,-0.0399176,-0.110969,-0.301648,0.0718337,0.263953,-0.0693504,0.938915,-0.0442113,0.0130267,84.64,0
75041,-2.36355,1.65436,0.328276,-1.69855,-0.804518,-0.76525,0.118082,0.519006,1.57598,1.73183,0.633775,-0.633642,-2.48418,0.189902,0.233765,0.97936,-0.931865,0.431343,-0.523105,0.608743,-0.373855,-0.531355,0.15411,-0.0508374,0.0724222,0.747202,0.607655,0.279991,22.28,0
59315,0.998926,-0.143781,1.11212,1.17858,-0.806235,0.141955,-0.577476,0.314688,0.249456,0.143561,1.50355,0.485965,-1.03801,0.497334,0.982486,0.49946,-0.502742,0.293421,-0.774009,-0.127789,0.124459,0.228713,0.0453073,0.173596,0.143138,-0.434107,0.0522253,0.0327281,50.00,0
6218,-0.118651,-0.113796,2.14375,-0.702922,-1.08709,0.248096,-0.81413,0.237576,0.519827,0.10433,1.40964,-3.48559,0.427961,1.14195,-0.80514,1.14129,0.993954,0.294416,1.48006,0.117583,0.30577,1.09638,-0.158215,-0.0293265,-0.539411,-0.0842736,0.165921,0.14639,21.00,0
163734,1.50048,-1.9795,-0.806883,-0.452594,-1.42279,-0.523669,-0.468332,-0.147302,0.120665,0.492175,-0.592515,-0.296838,-0.150243,-0.385546,-0.38015,0.89166,0.514736,-1.84541,0.683253,0.623459,0.00369455,-0.713297,0.218475,1.11959,-0.64049,-0.665917,-0.0596983,0.024836,341.88,0
59057,1.16351,-2.03831,1.36936,-1.12156,-2.51804,0.477697,-2.02588,0.380452,-0.672393,1.3668,0.103843,-0.872691,-1.01992,-0.758565,-0.718602,0.0266587,0.400443,1.27037,0.129748,-0.154458,0.0828307,0.502873,-0.185056,0.00592423,0.222182,0.0181796,0.0680389,0.0419486,136.38,0
133509,-0.15804,1.19801,-2.40907,-0.579889,1.70356,0.376971,1.79575,-0.0747776,-0.397163,-0.0835563,-0.360066,0.732148,0.731559,0.755565,0.226286,-2.13345,0.674965,-1.80041,-0.847254,-0.24196,0.580498,2.19481,-7.844e-05,-0.233559,-1.27682,-0.128244,0.129671,0.053305,94.58,0
154168,-1.44309,0.115588,0.804762,-0.483022,-0.783482,0.937405,1.18618,0.544857,-0.17603,-1.50268,-1.68562,-0.606219,-0.404348,0.413785,1.20608,0.493757,-0.512568,0.559008,0.454657,0.608461,0.0478038,-0.636872,0.535991,-0.0730172,0.519178,-0.402706,-0.174144,0.0349681,338.34,0
141840,1.13896,-1.95679,-1.31398,0.715291,-0.817062,3.58787e-05,0.0747435,-0.0933106,1.27449,-0.229701,-1.33211,-0.0513618,-0.649245,0.00749325,-0.0800505,-0.0409939,-0.15093,-0.0673216,-0.176174,0.701679,0.449723,0.500675,-0.314765,0.698012,-0.202405,0.756368,-0.137964,0.0229988,465.95,0
112755,0.054537,0.777883,0.00130773,-0.731183,0.774224,-0.767245,0.951889,-0.148922,0.0338021,-0.400603,-1.57552,-0.18072,-0.0440562,0.108516,-0.331301,0.115498,-0.64877,-0.499391,0.177972,-0.0120189,-0.303174,-0.716378,-0.00148554,-0.666795,-0.400366,0.181728,0.242922,0.0911491,3.99,0
126827,2.15834,-1.10446,-2.08089,-2.21062,-0.486116,-1.34788,-0.0497717,-0.353278,0.382461,0.12695,0.30882,0.43661,-1.10753,0.779329,-0.454136,-2.51913,0.112028,1.49035,0.708307,-0.613514,-0.323159,-0.324181,0.0186269,-0.346519,0.234146,-0.12898,-0.0328369,-0.0771074,45.51,0
35739,-1.62594,-0.110647,2.30625,0.225376,-0.623481,0.657943,1.08703,-0.0734879,0.209928,-0.350905,0.469729,-0.0414413,-0.900039,-0.381797,-0.455457,0.778893,-1.12961,0.991156,-0.516776,-0.263984,0.0865062,0.622745,0.0206368,-0.0179423,0.588886,-0.353131,-0.261184,-0.0927402,210.00,0
72876,-2.00482,-0.310324,0.387646,-1.34227,1.1283,-1.67577,0.268658,0.130447,-0.21431,-1.2555,-1.23053,0.811414,1.10683,0.0318483,-1.17831,0.462533,-0.651549,-0.748011,-1.02354,-0.297114,0.0501628,-0.0446223,-0.651765,0.0379161,-0.0030637,0.760048,-0.0633591,-0.271475,16.75,0
151665,-1.09527,-0.0228634,0.89187,-3.39957,1.13028,4.25507,-1.55787,1.79278,-0.644386,-0.48984,-0.452097,-0.739687,0.093451,-0.545031,0.417642,1.86439,-0.231775,-0.683996,-0.521894,0.147563,0.407116,1.01226,-0.375939,0.730568,0.57514,-0.0107066,0.205619,0.0568082,0.02,0
89016,-0.221672,0.925067,-0.887321,-0.643261,1.87335,-0.125304,0.898585,-0.0123899,-0.464259,-0.746143,0.365471,0.522712,1.09095,-0.981165,0.0088717,0.491031,-0.184526,1.53696,0.565364,0.290787,0.296208,0.997562,-0.292413,-0.39499,-0.236073,-0.134338,0.46004,0.302076,19.75,0
162925,-2.70059,1.72288,1.39595,-0.0276355,-2.07151,0.290548,-1.4129,1.29898,0.194858,1.88437,-1.65971,-0.69136,-0.470265,-0.198605,1.26589,-1.10822,0.178156,2.29113,-0.737717,0.235189,-0.270807,0.0552964,-0.180531,-0.180048,0.607292,-0.221312,0.803481,0.425336,15.00,0
124329,0.394871,0.0886934,0.833427,-2.108,-0.252448,-1.10869,0.499866,-0.353496,1.55654,-1.23418,-0.655414,0.424897,-0.00723778,-0.238887,0.992246,-0.64441,-0.344959,-0.0764029,1.05729,-0.0467963,-0.167543,-0.117861,0.143723,0.0323068,-1.08715,-0.646162,0.0119585,-0.101469,2.43,0
64289,-0.67522,0.931899,1.6764,-0.0183012,0.503666,-0.462606,0.798845,0.0313915,-0.523668,-0.740737,-0.391435,0.0462777,-0.0513123,0.213403,0.611237,0.0295877,-0.45128,-0.52342,-1.27454,-0.162956,0.0730818,0.166984,-0.16908,0.0576031,0.0395167,-0.574455,0.11121,0.116687,4.99,0
149820,-0.691898,-6.46512,-1.61808,-0.425059,-3.38313,0.506943,0.0303558,-0.316955,-0.900504,0.835403,-0.933694,-0.636185,1.53572,-0.599922,1.23429,0.620527,-0.0869245,1.0958,-1.18148,2.76475,1.01288,-0.0824967,-1.0364,0.733696,-1.08223,-0.309446,-0.217388,0.246846,1537.95,0
153968,1.86721,-0.931381,-1.73155,-0.594237,1.61254,3.94578,-1.23343,1.04484,1.10429,-0.00117336,-0.216105,0.373285,-0.012764,-0.0500975,0.773669,0.251331,-0.565384,-0.116886,-0.410359,-0.00180413,0.192763,0.535958,0.15544,0.762538,-0.264926,0.583432,-0.0103593,-0.0436356,64.99,0
53902,-1.19211,-0.290759,1.7583,0.336986,0.00915285,0.981966,0.125126,0.457476,0.319464,-0.56268,0.842994,0.673095,-1.15867,-0.163336,-1.19035,-0.933207,0.601458,-0.720684,0.0907005,-0.170347,0.0733796,0.459843,-0.0375918,-0.239386,-0.350402,0.382691,0.0686003,0.132652,127.12,0
35916,-1.15736,0.721796,0.771331,0.178681,1.15088,0.660356,1.14275,0.306383,-1.07501,-1.58365,1.37865,0.198562,0.194448,-1.32498,1.85335,-0.94786,2.39183,-1.60139,-1.82068,0.256945,0.140976,0.277007,0.111217,-0.752271,0.197643,0.503919,0.0311419,0.0947884,129.90,0
64076,1.19641,0.594758,-0.272405,1.26555,0.182919,-0.736113,0.195317,-0.0857607,-0.0318227,-0.599511,0.202553,-0.157174,-0.403554,-0.953985,1.34955,0.228165,0.971749,0.0602874,-0.938979,-0.159956,-0.028403,0.00682845,-0.0854547,-0.0441625,0.606626,-0.296686,0.046071,0.0470854,1.00,0
42320,1.15222,-0.0451202,0.916435,1.50634,-0.154479,1.10782,-0.450785,0.247554,1.0681,-0.459229,-1.5844,1.55513,1.47465,-1.11171,-1.8192,-0.978426,0.378754,-1.27822,0.481451,-0.0932231,-0.456098,-0.738639,-0.033161,-0.728388,0.593733,-0.461767,0.101956,0.0224334,4.19,0
39475,-0.420248,1.05713,1.563,-0.0327833,-0.0565987,-0.879184,0.745473,-0.0861812,-0.445685,-0.326073,-0.348629,0.117676,0.352812,0.0786843,0.813533,0.185788,-0.413467,-0.388225,0.012037,0.128628,-0.221623,-0.569568,-0.0143833,0.368881,-0.180571,0.0702674,0.265624,0.121994,7.99,0
138138,-1.00522,0.29352,1.56055,0.916694,-0.969717,0.384605,1.3154,-0.110935,-1.02781,0.188577,-1.24693,-1.14644,-0.45587,-0.260618,-0.148132,1.64107,-0.894764,-0.147696,-1.292,-0.0910139,0.147503,0.330947,0.0232645,0.137529,-0.589304,2.23983,-0.0458542,0.0280534,290.64,0
146842,-0.191944,1.28077,-0.747938,-1.00494,1.49213,0.0368129,1.06259,-0.119943,0.177242,0.137034,0.59385,0.59105,0.654782,-1.33628,-0.84438,0.544579,-0.272316,0.311438,0.226012,0.414682,-0.440753,-0.809499,-0.0322564,-0.302633,-0.26319,0.127579,0.273153,-0.0372237,1.78,0
156323,-1.43415,0.893324,0.129453,0.665993,0.0378052,1.00226,-0.106849,0.977741,-1.34518,-0.374453,0.114267,0.591923,0.787078,1.00067,1.36587,-0.0805495,0.272162,0.49325,3.53112,0.193054,-0.373956,-1.38919,0.158645,-0.358735,-0.0560569,0.498136,-0.233348,-0.234625,73.03,0
51560,0.993935,-0.312354,1.11936,1.40975,-0.919487,0.208739,-0.621568,0.250617,0.868577,-0.123145,-0.674382,-0.155947,-0.994333,-0.00346643,0.961055,0.05091,-0.0791605,-0.101586,-0.857797,-0.0991701,0.179181,0.522588,-0.104271,0.0767669,0.372252,-0.216563,0.0646187,0.0418851,72.25,0
137967,-0.60942,0.725385,-0.279215,-2.11352,2.90941,3.7304,0.393936,0.488659,1.29381,0.0544208,0.512646,-0.356461,-0.377787,-2.05104,0.979953,0.256164,-0.0595957,0.148121,-0.529832,0.561441,-0.481648,-0.719016,-0.102182,0.554427,-0.120211,-0.322093,-0.11647,-0.429066,8.78,0
11953,1.01259,0.185411,1.857,2.62568,-0.813686,0.741198,-1.05051,0.411449,1.07823,0.410744,2.23791,-2.31051,0.771152,1.64749,0.00591831,1.16826,-0.0447219,0.838389,-1.76632,-0.240469,0.167722,0.665253,0.0342269,0.149377,0.0614518,0.0737252,0.0246228,0.0233646,12.16,0
118734,-0.176358,1.01664,0.178131,-0.635875,0.294573,-1.1412,0.997963,-0.178127,0.204807,-0.0950072,-0.964815,-0.0680107,-0.397139,0.122659,-0.344301,-0.0959649,-0.391768,-0.717591,-0.115293,0.0603354,-0.295851,-0.624369,0.0859572,0.0246235,-0.452963,0.143792,0.353492,0.154541,7.66,0
149066,0.0932388,-0.017661,-0.430901,-1.66033,0.196164,0.442372,-0.10317,0.177094,-0.695026,-0.157545,0.215334,-1.22114,-0.659042,-1.86989,-0.391435,1.9197,0.900216,0.617768,1.07652,0.0926698,0.401173,1.12668,0.000536294,-0.326222,-1.19562,-0.21699,0.192442,0.284723,69.00,0
140953,0.344304,-0.227934,0.393606,-0.778233,-0.517197,-0.357642,0.277403,-0.159803,-0.523312,0.180988,-1.3468,-0.186582,0.321263,-0.78034,-1.89979,-0.455607,1.22099,-2.01461,2.16648,0.206334,0.0612234,0.446558,0.286455,0.0257225,-1.3296,-0.371463,0.303949,0.281689,61.71,0
107640,1.76985,-0.292807,-3.30095,0.433723,3.02338,3.13119,0.278077,0.462437,0.963018,-0.0478282,0.954361,-2.33393,1.36653,2.48169,-0.115883,-0.493791,0.213131,-0.237653,-0.759632,0.0535007,0.0594735,0.0737834,-0.0947551,0.647429,0.431691,-0.518095,-0.0681182,-0.050229,155.00,0
101553,-1.41785,0.152786,0.0231003,-0.877153,2.03163,-2.12659,1.77108,-0.610404,0.376449,-1.51074,-0.0382312,-2.76203,1.1138,2.24899,-1.37421,-0.881268,0.487954,-0.161422,-0.564999,0.215293,0.257207,0.602823,-0.455173,0.0629634,1.67394,0.455755,-0.187195,0.0236284,100.00,0
37831,1.50188,-1.11041,0.604284,-1.4212,-1.58321,-0.511212,-1.21276,-0.138357,-1.62626,1.40808,-0.889154,-0.849221,1.09237,-0.606617,0.832354,-0.0222433,0.169699,0.421327,-0.262247,-0.243408,-0.0784276,0.175211,-0.0819075,-0.110501,0.414714,-0.0753676,0.050898,0.0259591,28.80,0
77444,1.06795,-0.141369,1.22792,1.72195,-0.666562,0.614909,-0.489839,0.25331,1.17143,-0.435014,-1.01786,1.26069,0.257194,-0.845212,-1.76031,-1.17035,0.744745,-1.41673,0.168914,-0.162599,-0.405702,-0.679964,0.0727609,0.0962163,0.441213,-0.512147,0.0935345,0.0309816,16.95,0
79019,-0.352102,0.63497,1.67207,0.722935,0.274242,0.227608,0.920925,-0.0210605,-0.382584,-0.201313,1.25304,0.795229,-0.500263,-0.0129436,-0.971129,-0.74352,0.00296843,-0.376695,-0.0183749,0.0140194,0.00469993,0.270983,-0.130137,0.228346,0.155087,-0.411817,-0.116658,-0.207355,46.00,0
111725,-3.05722,-8.7801,-2.83855,2.92704,-3.53431,0.617024,2.69473,-0.615056,1.30313,-1.32644,-1.22985,0.653464,0.245677,0.0867661,-0.336686,0.310988,-0.0557642,0.0189316,-0.667169,5.03847,1.32075,-1.77768,-1.91858,0.177977,-1.44043,-0.22274,-0.48141,0.412537,2600.00,0
168726,2.1249,0.277184,-2.15027,0.233801,0.888607,-0.649166,0.278126,-0.318256,0.452427,-0.511799,-0.837325,0.398406,1.32162,-1.02235,0.867954,0.393385,0.0326702,0.636093,-0.145434,-0.0802224,0.152818,0.643532,-0.0896153,-0.00104199,0.412517,-0.0949224,-0.000295717,-0.0294796,1.56,0
67050,1.36464,-1.65524,0.575413,-1.74472,-1.46273,0.868125,-1.76177,0.262335,-1.36559,1.52283,-0.430039,-0.839969,0.846169,-0.648934,0.609106,0.914927,-0.665524,1.79458,0.252658,-0.0570781,0.0659212,0.385701,-0.305128,-1.38383,0.368507,0.0389376,0.0598721,0.0261479,103.40,0
45002,-1.13508,1.25293,0.941863,2.55117,0.661351,2.12574,0.687909,0.957931,-2.46472,0.277354,1.96983,0.539813,-0.210026,1.20369,1.37197,-1.33592,1.30874,-1.46631,-0.326755,0.169347,0.332759,0.716149,0.0945893,-1.00841,0.15282,0.462834,-0.054396,-0.00349784,129.31,0
79262,1.22525,-0.584595,0.743278,-0.894433,-1.20976,-0.370485,-0.847915,0.273351,1.95326,-0.838906,0.5512,0.0252159,-2.50575,0.513233,0.863121,-0.0360795,-0.375577,1.08916,0.985619,-0.260209,-0.0102368,0.0667292,-0.0594095,-0.0395127,0.431392,-0.675525,0.0734657,0.0165554,1.00,0
